Customer_ID,Product_ID,Review_Text,Rating,Sentiment,Monthly_Sales
1046,P001,"Decent, not great.",2,Neutral,368
1047,P005,It’s fine.,3,Neutral,333
1048,P005,Okay for the price.,3,Neutral,360
1049,P005,Very disappointed.,2,Negative,50
1050,P001,Worst product.,1,Negative,130
1051,P002,Will not buy again.,2,Negative,191
1052,P003,Excellent product.,5,Positive,707
1053,P005,"Decent, not great.",3,Neutral,426
1054,P002,"Decent, not great.",3,Neutral,320
1055,P004,Great quality.,4,Positive,743
1056,P001,Poor quality.,2,Negative,87
1057,P001,Excellent product.,4,Positive,525
1058,P005,"Decent, not great.",3,Neutral,458
1059,P005,"Decent, not great.",3,Neutral,326
1060,P003,"Decent, not great.",3,Neutral,346
1061,P002,It’s fine.,2,Neutral,396
1062,P004,Excellent product.,5,Positive,712
1063,P004,Satisfactory.,3,Neutral,380
1064,P001,Satisfactory.,3,Neutral,423
1065,P001,It’s fine.,2,Neutral,265
1066,P001,Satisfactory.,2,Neutral,436
1067,P003,Average product.,2,Neutral,372
1068,P003,It’s fine.,3,Neutral,476
1069,P002,Loved it!,4,Positive,602
1070,P002,Excellent product.,4,Positive,858
1071,P003,Poor quality.,2,Negative,56
1072,P003,Terrible experience.,1,Negative,76
1073,P001,Poor quality.,2,Negative,144
1074,P004,Will not buy again.,2,Negative,142
1075,P004,Worst product.,2,Negative,173
1076,P004,Satisfactory.,3,Neutral,244
1077,P004,Excellent product.,5,Positive,753
1078,P001,Highly recommend.,5,Positive,950
1079,P004,Worst product.,2,Negative,111
1080,P002,Terrible experience.,1,Negative,153
1081,P003,Satisfactory.,3,Neutral,481
1082,P003,Terrible experience.,2,Negative,99
1083,P005,Amazing performance.,4,Positive,878
1084,P002,Poor quality.,1,Negative,142
1085,P003,Okay for the price.,3,Neutral,227
1086,P004,Worst product.,1,Negative,170
1087,P001,It’s fine.,2,Neutral,444
1088,P001,Average product.,2,Neutral,488
1089,P005,Loved it!,5,Positive,730
1090,P001,It’s fine.,2,Neutral,308
1091,P005,Great quality.,4,Positive,501
1092,P001,It’s fine.,2,Neutral,344
1093,P002,Worst product.,2,Negative,107
1094,P003,"Decent, not great.",2,Neutral,357
1095,P005,Okay for the price.,3,Neutral,339
1096,P001,Average product.,2,Neutral,365
1097,P005,Great quality.,4,Positive,890
1098,P004,Terrible experience.,2,Negative,73
1099,P004,Average product.,3,Neutral,282
1100,P003,Terrible experience.,1,Negative,130
1101,P005,Okay for the price.,2,Neutral,227
1102,P002,Satisfactory.,3,Neutral,336
1103,P003,Average product.,2,Neutral,322
1104,P001,Very disappointed.,1,Negative,168
1105,P002,Worst product.,2,Negative,170
1106,P001,Satisfactory.,3,Neutral,460
1107,P005,Average product.,3,Neutral,352
1108,P005,Terrible experience.,2,Negative,191
1109,P004,Average product.,2,Neutral,396
1110,P001,Highly recommend.,5,Positive,839
1111,P001,Amazing performance.,5,Positive,551
1112,P005,Worst product.,1,Negative,136
1113,P005,Terrible experience.,2,Negative,174
1114,P001,Amazing performance.,4,Positive,616
1115,P003,Very disappointed.,2,Negative,61
1116,P004,Highly recommend.,5,Positive,574
1117,P004,Worst product.,1,Negative,111
1118,P004,Worst product.,2,Negative,52
1119,P003,Satisfactory.,2,Neutral,376
1120,P001,Terrible experience.,2,Negative,173
1121,P001,Excellent product.,5,Positive,511
1122,P002,Very disappointed.,1,Negative,106
1123,P005,Will not buy again.,1,Negative,58
1124,P002,"Decent, not great.",3,Neutral,412
1125,P003,Amazing performance.,5,Positive,631
1126,P003,Excellent product.,4,Positive,940
1127,P005,Excellent product.,4,Positive,732
1128,P005,It’s fine.,2,Neutral,487
1129,P001,Loved it!,5,Positive,559
1130,P004,Average product.,2,Neutral,475
1131,P005,It’s fine.,2,Neutral,250
1132,P003,It’s fine.,3,Neutral,427
1133,P004,Highly recommend.,5,Positive,641
1134,P002,Great quality.,4,Positive,624
1135,P003,Amazing performance.,4,Positive,668
1136,P001,Great quality.,5,Positive,838
1137,P004,"Decent, not great.",2,Neutral,226
1138,P005,Very disappointed.,2,Negative,181
1139,P004,Excellent product.,4,Positive,734
1140,P005,Average product.,3,Neutral,241
1141,P004,Loved it!,4,Positive,695
1142,P004,Poor quality.,1,Negative,105
1143,P003,"Decent, not great.",3,Neutral,412
1144,P001,It’s fine.,3,Neutral,442
1145,P001,Loved it!,5,Positive,915
1146,P003,Poor quality.,2,Negative,63
1147,P001,Will not buy again.,1,Negative,107
1148,P005,Satisfactory.,2,Neutral,315
1149,P003,Poor quality.,1,Negative,129
1150,P001,Okay for the price.,2,Neutral,272
1151,P003,Poor quality.,2,Negative,90
1152,P003,It’s fine.,2,Neutral,225
1153,P001,Average product.,3,Neutral,310
1154,P002,Average product.,3,Neutral,357
1155,P003,Satisfactory.,2,Neutral,308
1156,P002,It’s fine.,2,Neutral,420
1157,P001,Satisfactory.,3,Neutral,221
1158,P001,Okay for the price.,3,Neutral,413
1159,P004,Okay for the price.,2,Neutral,385
1160,P002,Great quality.,5,Positive,702
1161,P002,"Decent, not great.",2,Neutral,378
1162,P002,Loved it!,4,Positive,588
1163,P004,Terrible experience.,2,Negative,88
1164,P005,Excellent product.,5,Positive,802
1165,P001,Highly recommend.,5,Positive,529
1166,P003,Very disappointed.,1,Negative,98
1167,P005,Terrible experience.,2,Negative,71
1168,P005,Worst product.,2,Negative,183
1169,P003,Highly recommend.,5,Positive,709
1170,P001,Highly recommend.,4,Positive,629
1171,P005,Worst product.,2,Negative,129
1172,P003,It’s fine.,2,Neutral,385
1173,P002,"Decent, not great.",3,Neutral,315
1174,P002,Highly recommend.,4,Positive,948
1175,P004,Great quality.,4,Positive,710
1176,P003,Will not buy again.,1,Negative,99
1177,P005,Poor quality.,2,Negative,178
1178,P005,"Decent, not great.",2,Neutral,446
1179,P004,Amazing performance.,4,Positive,890
1180,P001,Worst product.,1,Negative,139
1181,P002,Okay for the price.,3,Neutral,241
1182,P004,Highly recommend.,4,Positive,570
1183,P003,Worst product.,1,Negative,54
1184,P001,Great quality.,5,Positive,621
1185,P001,Excellent product.,5,Positive,928
1186,P002,Poor quality.,2,Negative,140
1187,P005,Terrible experience.,2,Negative,189
1188,P003,Poor quality.,2,Negative,145
1189,P003,Very disappointed.,2,Negative,198
1190,P002,Loved it!,5,Positive,925
1191,P001,Loved it!,5,Positive,603
1192,P003,It’s fine.,3,Neutral,297
1193,P004,Highly recommend.,5,Positive,723
1194,P001,"Decent, not great.",3,Neutral,465
1195,P001,Terrible experience.,1,Negative,132
1196,P004,Highly recommend.,5,Positive,808
1197,P004,Average product.,3,Neutral,229
1198,P002,Satisfactory.,2,Neutral,424
1199,P005,Great quality.,5,Positive,986
1200,P002,Excellent product.,5,Positive,890
1201,P002,Will not buy again.,2,Negative,56
1202,P002,Satisfactory.,2,Neutral,333
1203,P002,Will not buy again.,1,Negative,165
1204,P005,Terrible experience.,2,Negative,190
1205,P002,It’s fine.,2,Neutral,314
1206,P004,Great quality.,5,Positive,783
1207,P004,Worst product.,2,Negative,184
1208,P004,Satisfactory.,2,Neutral,237
1209,P005,Poor quality.,1,Negative,160
1210,P003,Loved it!,4,Positive,582
1211,P002,Will not buy again.,1,Negative,120
1212,P001,Will not buy again.,1,Negative,194
1213,P005,Loved it!,4,Positive,892
1214,P003,Very disappointed.,2,Negative,153
1215,P002,Okay for the price.,2,Neutral,447
1216,P002,Satisfactory.,3,Neutral,376
1217,P004,Satisfactory.,3,Neutral,262
1218,P002,Great quality.,4,Positive,984
1219,P004,Highly recommend.,5,Positive,755
1220,P002,Average product.,2,Neutral,434
1221,P005,Will not buy again.,2,Negative,123
1222,P003,Loved it!,5,Positive,872
1223,P004,Excellent product.,4,Positive,783
1224,P003,Terrible experience.,1,Negative,150
1225,P005,Satisfactory.,2,Neutral,460
1226,P004,Loved it!,4,Positive,911
1227,P005,Amazing performance.,4,Positive,583
1228,P003,Satisfactory.,3,Neutral,208
1229,P005,Very disappointed.,1,Negative,117
1230,P002,Worst product.,1,Negative,87
1231,P002,Amazing performance.,4,Positive,725
1232,P002,"Decent, not great.",3,Neutral,270
1233,P005,Will not buy again.,2,Negative,167
1234,P005,Satisfactory.,3,Neutral,326
1235,P004,"Decent, not great.",3,Neutral,450
1236,P004,Satisfactory.,3,Neutral,478
1237,P004,"Decent, not great.",2,Neutral,240
1238,P005,Will not buy again.,1,Negative,119
1239,P002,Will not buy again.,1,Negative,185
1240,P002,Worst product.,2,Negative,75
1241,P003,Amazing performance.,4,Positive,744
1242,P002,Okay for the price.,2,Neutral,289
1243,P003,Excellent product.,5,Positive,948
1244,P004,Poor quality.,2,Negative,184
1245,P002,Amazing performance.,5,Positive,914
1246,P005,Terrible experience.,1,Negative,125
1247,P004,Worst product.,2,Negative,72
1248,P003,Very disappointed.,2,Negative,51
1249,P001,"Decent, not great.",3,Neutral,498
1250,P004,It’s fine.,2,Neutral,357
1251,P002,Poor quality.,2,Negative,106
1252,P005,"Decent, not great.",3,Neutral,481
1253,P005,Worst product.,2,Negative,69
1254,P001,Loved it!,4,Positive,667
1255,P002,Worst product.,2,Negative,166
1256,P004,Terrible experience.,2,Negative,55
1257,P005,Okay for the price.,2,Neutral,376
1258,P004,Loved it!,5,Positive,709
1259,P003,Average product.,3,Neutral,476
1260,P003,Great quality.,5,Positive,927
1261,P002,Satisfactory.,3,Neutral,435
1262,P002,"Decent, not great.",2,Neutral,208
1263,P004,Loved it!,4,Positive,625
1264,P005,Amazing performance.,4,Positive,757
1265,P002,Satisfactory.,2,Neutral,273
1266,P004,It’s fine.,2,Neutral,418
1267,P004,Highly recommend.,5,Positive,709
1268,P001,Amazing performance.,5,Positive,653
1269,P003,Terrible experience.,2,Negative,102
1270,P003,Very disappointed.,1,Negative,63
1271,P002,Satisfactory.,2,Neutral,500
1272,P004,"Decent, not great.",3,Neutral,297
1273,P004,Amazing performance.,4,Positive,782
1274,P004,Satisfactory.,3,Neutral,462
1275,P005,Excellent product.,5,Positive,660
1276,P003,Great quality.,4,Positive,651
1277,P004,Excellent product.,4,Positive,631
1278,P005,Highly recommend.,4,Positive,594
1279,P002,Loved it!,4,Positive,570
1280,P001,Great quality.,5,Positive,816
1281,P003,Amazing performance.,5,Positive,771
1282,P002,Amazing performance.,5,Positive,970
1283,P003,Great quality.,5,Positive,907
1284,P001,Average product.,2,Neutral,241
1285,P001,Average product.,3,Neutral,204
1286,P004,Average product.,2,Neutral,308
1287,P002,Okay for the price.,3,Neutral,361
1288,P005,Worst product.,2,Negative,111
1289,P003,Satisfactory.,3,Neutral,240
1290,P001,Loved it!,5,Positive,674
1291,P004,Will not buy again.,1,Negative,146
1292,P001,Amazing performance.,5,Positive,908
1293,P001,"Decent, not great.",2,Neutral,384
1294,P002,Highly recommend.,5,Positive,552
1295,P001,Average product.,2,Neutral,381
1296,P001,Poor quality.,1,Negative,149
1297,P003,Poor quality.,2,Negative,118
1298,P003,Average product.,2,Neutral,341
1299,P004,Okay for the price.,3,Neutral,453
1300,P004,Great quality.,5,Positive,670
1301,P003,Average product.,3,Neutral,302
1302,P003,Excellent product.,5,Positive,995
1303,P005,It’s fine.,3,Neutral,488
1304,P004,Worst product.,1,Negative,67
1305,P004,Terrible experience.,1,Negative,158
1306,P005,Excellent product.,5,Positive,778
1307,P004,Very disappointed.,2,Negative,194
1308,P005,Average product.,2,Neutral,313
1309,P005,Poor quality.,2,Negative,200
1310,P001,Highly recommend.,4,Positive,651
1311,P004,Worst product.,2,Negative,183
1312,P001,Average product.,3,Neutral,234
1313,P005,Very disappointed.,1,Negative,112
1314,P004,Amazing performance.,4,Positive,990
1315,P005,Worst product.,2,Negative,165
1316,P001,Average product.,2,Neutral,232
1317,P004,Worst product.,1,Negative,117
1318,P005,Will not buy again.,1,Negative,167
1319,P001,Highly recommend.,4,Positive,560
1320,P004,Highly recommend.,4,Positive,805
1321,P002,"Decent, not great.",2,Neutral,347
1322,P004,Average product.,3,Neutral,269
1323,P002,Poor quality.,2,Negative,175
1324,P005,Amazing performance.,4,Positive,516
1325,P005,"Decent, not great.",3,Neutral,258
1326,P003,Satisfactory.,3,Neutral,252
1327,P002,Excellent product.,5,Positive,724
1328,P002,Poor quality.,1,Negative,102
1329,P005,Amazing performance.,5,Positive,665
1330,P002,Satisfactory.,2,Neutral,230
1331,P004,Worst product.,2,Negative,150
1332,P004,Amazing performance.,5,Positive,731
1333,P001,Will not buy again.,2,Negative,50
1334,P004,Terrible experience.,2,Negative,104
1335,P001,It’s fine.,3,Neutral,448
1336,P004,Loved it!,5,Positive,975
1337,P003,Excellent product.,4,Positive,581
1338,P004,Okay for the price.,2,Neutral,356
1339,P005,Very disappointed.,1,Negative,83
1340,P004,Amazing performance.,5,Positive,856
1341,P001,Worst product.,1,Negative,76
1342,P001,It’s fine.,2,Neutral,268
1343,P004,Poor quality.,2,Negative,88
1344,P004,Terrible experience.,1,Negative,200
1345,P005,Average product.,2,Neutral,243
1346,P002,Poor quality.,2,Negative,180
1347,P002,Terrible experience.,1,Negative,78
1348,P004,Satisfactory.,2,Neutral,362
1349,P005,Terrible experience.,2,Negative,54
1350,P005,Loved it!,5,Positive,972
1351,P005,Satisfactory.,3,Neutral,474
1352,P005,Highly recommend.,4,Positive,761
1353,P002,Average product.,3,Neutral,322
1354,P001,Excellent product.,4,Positive,658
1355,P005,Worst product.,2,Negative,183
1356,P001,Will not buy again.,1,Negative,80
1357,P004,Average product.,2,Neutral,495
1358,P003,Satisfactory.,2,Neutral,490
1359,P001,Highly recommend.,4,Positive,879
1360,P001,Great quality.,4,Positive,696
1361,P001,Terrible experience.,1,Negative,119
1362,P004,Will not buy again.,1,Negative,61
1363,P001,Excellent product.,5,Positive,544
1364,P002,"Decent, not great.",3,Neutral,388
1365,P002,Poor quality.,1,Negative,56
1366,P001,Will not buy again.,1,Negative,128
1367,P003,Amazing performance.,4,Positive,992
1368,P001,Loved it!,4,Positive,734
1369,P003,Worst product.,1,Negative,110
1370,P001,It’s fine.,3,Neutral,339
1371,P003,Great quality.,4,Positive,584
1372,P001,Okay for the price.,2,Neutral,437
1373,P001,Great quality.,5,Positive,927
1374,P002,Worst product.,1,Negative,116
1375,P001,Excellent product.,5,Positive,736
1376,P001,Loved it!,4,Positive,921
1377,P002,Poor quality.,1,Negative,163
1378,P004,Highly recommend.,4,Positive,525
1379,P003,Terrible experience.,2,Negative,94
1380,P005,Great quality.,5,Positive,952
1381,P001,Poor quality.,2,Negative,172
1382,P005,Highly recommend.,5,Positive,602
1383,P003,Excellent product.,5,Positive,676
1384,P003,It’s fine.,2,Neutral,312
1385,P003,Excellent product.,5,Positive,551
1386,P002,Very disappointed.,2,Negative,95
1387,P002,Will not buy again.,2,Negative,194
1388,P001,Worst product.,1,Negative,73
1389,P002,Amazing performance.,4,Positive,500
1390,P001,"Decent, not great.",2,Neutral,500
1391,P003,Will not buy again.,2,Negative,136
1392,P005,"Decent, not great.",3,Neutral,362
1393,P002,Poor quality.,1,Negative,125
1394,P005,Loved it!,5,Positive,808
1395,P002,Excellent product.,4,Positive,621
1396,P001,Very disappointed.,1,Negative,113
1397,P002,It’s fine.,2,Neutral,424
1398,P002,Average product.,3,Neutral,445
1399,P001,Excellent product.,4,Positive,510
1400,P001,Highly recommend.,4,Positive,874
1401,P002,Satisfactory.,2,Neutral,284
1402,P003,Loved it!,5,Positive,709
1403,P005,Will not buy again.,1,Negative,196
1404,P005,"Decent, not great.",3,Neutral,244
1405,P004,"Decent, not great.",2,Neutral,349
1406,P005,Highly recommend.,5,Positive,958
1407,P003,"Decent, not great.",3,Neutral,428
1408,P001,Average product.,2,Neutral,231
1409,P004,Highly recommend.,5,Positive,930
1410,P005,Terrible experience.,2,Negative,58
1411,P002,Poor quality.,2,Negative,104
1412,P003,Loved it!,5,Positive,603
1413,P005,Very disappointed.,2,Negative,120
1414,P005,Okay for the price.,2,Neutral,275
1415,P004,Very disappointed.,2,Negative,138
1416,P002,Average product.,3,Neutral,341
1417,P001,Poor quality.,2,Negative,110
1418,P003,Terrible experience.,1,Negative,129
1419,P003,Okay for the price.,2,Neutral,426
1420,P005,Terrible experience.,2,Negative,174
1421,P002,Okay for the price.,2,Neutral,459
1422,P002,Poor quality.,1,Negative,64
1423,P005,Excellent product.,4,Positive,640
1424,P004,Okay for the price.,2,Neutral,428
1425,P003,Poor quality.,1,Negative,73
1426,P002,Excellent product.,4,Positive,938
1427,P005,Average product.,2,Neutral,267
1428,P004,Great quality.,5,Positive,716
1429,P005,"Decent, not great.",3,Neutral,252
1430,P003,Will not buy again.,1,Negative,136
1431,P002,Will not buy again.,2,Negative,182
1432,P003,Amazing performance.,5,Positive,869
1433,P003,Average product.,3,Neutral,492
1434,P002,Worst product.,2,Negative,192
1435,P003,Okay for the price.,2,Neutral,486
1436,P003,Very disappointed.,1,Negative,157
1437,P005,It’s fine.,3,Neutral,227
1438,P003,Very disappointed.,1,Negative,185
1439,P004,Okay for the price.,2,Neutral,409
1440,P001,Highly recommend.,4,Positive,670
1441,P001,Excellent product.,5,Positive,795
1442,P001,Amazing performance.,5,Positive,719
1443,P002,Amazing performance.,4,Positive,956
1444,P004,Loved it!,4,Positive,659
1445,P003,Poor quality.,1,Negative,126
1446,P002,Satisfactory.,3,Neutral,450
1447,P001,Excellent product.,4,Positive,872
1448,P003,Poor quality.,2,Negative,146
1449,P001,Poor quality.,1,Negative,62
1450,P001,Average product.,2,Neutral,278
1451,P005,Average product.,3,Neutral,253
1452,P005,Highly recommend.,4,Positive,601
1453,P002,Highly recommend.,5,Positive,520
1454,P005,Terrible experience.,1,Negative,78
1455,P002,Terrible experience.,1,Negative,115
1456,P003,It’s fine.,3,Neutral,289
1457,P002,It’s fine.,2,Neutral,223
1458,P003,Worst product.,2,Negative,73
1459,P004,"Decent, not great.",3,Neutral,433
1460,P001,Terrible experience.,1,Negative,90
1461,P005,Satisfactory.,3,Neutral,394
1462,P001,Great quality.,5,Positive,954
1463,P005,Highly recommend.,5,Positive,1000
1464,P002,Poor quality.,1,Negative,148
1465,P002,Poor quality.,1,Negative,176
1466,P005,Excellent product.,5,Positive,996
1467,P005,Amazing performance.,5,Positive,540
1468,P001,Okay for the price.,3,Neutral,454
1469,P005,Average product.,2,Neutral,355
1470,P003,Excellent product.,5,Positive,918
1471,P001,Poor quality.,2,Negative,106
1472,P002,It’s fine.,3,Neutral,284
1473,P002,Terrible experience.,1,Negative,150
1474,P004,"Decent, not great.",2,Neutral,263
1475,P004,Poor quality.,1,Negative,191
1476,P005,Terrible experience.,1,Negative,132
1477,P004,Average product.,3,Neutral,375
1478,P002,Great quality.,5,Positive,864
1479,P005,Amazing performance.,5,Positive,863
1480,P005,Will not buy again.,2,Negative,156
1481,P001,Average product.,2,Neutral,274
1482,P002,Highly recommend.,4,Positive,574
1483,P005,Very disappointed.,1,Negative,107
1484,P005,"Decent, not great.",2,Neutral,413
1485,P005,Loved it!,5,Positive,924
1486,P002,Poor quality.,2,Negative,69
1487,P003,Amazing performance.,4,Positive,719
1488,P002,Great quality.,5,Positive,738
1489,P003,Satisfactory.,3,Neutral,493
1490,P004,Highly recommend.,4,Positive,902
1491,P003,Poor quality.,2,Negative,134
1492,P002,It’s fine.,3,Neutral,377
1493,P003,Poor quality.,2,Negative,148
1494,P002,Will not buy again.,2,Negative,125
1495,P001,Satisfactory.,2,Neutral,475
1496,P005,Very disappointed.,2,Negative,102
1497,P001,Terrible experience.,1,Negative,59
1498,P004,Loved it!,4,Positive,794
1499,P005,Average product.,3,Neutral,399
1500,P003,Amazing performance.,4,Positive,683
1501,P004,Will not buy again.,2,Negative,57
1502,P002,Amazing performance.,4,Positive,907
1503,P005,It’s fine.,2,Neutral,202
1504,P004,Satisfactory.,3,Neutral,376
1505,P001,Poor quality.,1,Negative,99
1506,P001,Amazing performance.,4,Positive,648
1507,P003,Amazing performance.,5,Positive,565
1508,P005,Very disappointed.,2,Negative,128
1509,P002,Amazing performance.,5,Positive,586
1510,P004,Excellent product.,5,Positive,847
1511,P002,It’s fine.,3,Neutral,241
1512,P001,Worst product.,1,Negative,179
1513,P005,Poor quality.,1,Negative,189
1514,P004,"Decent, not great.",3,Neutral,348
1515,P005,Poor quality.,2,Negative,111
1516,P002,Worst product.,1,Negative,194
1517,P001,Terrible experience.,1,Negative,109
1518,P004,It’s fine.,2,Neutral,384
1519,P003,Okay for the price.,3,Neutral,466
1520,P005,Poor quality.,2,Negative,69
1521,P004,Average product.,3,Neutral,376
1522,P003,Very disappointed.,1,Negative,181
1523,P004,Great quality.,4,Positive,808
1524,P001,Okay for the price.,3,Neutral,282
1525,P005,Loved it!,4,Positive,822
1526,P001,Loved it!,4,Positive,764
1527,P002,Will not buy again.,2,Negative,173
1528,P005,Excellent product.,4,Positive,585
1529,P002,Very disappointed.,2,Negative,54
1530,P005,Poor quality.,1,Negative,59
1531,P004,Very disappointed.,1,Negative,50
1532,P003,Terrible experience.,2,Negative,147
1533,P001,Poor quality.,1,Negative,109
1534,P005,Satisfactory.,3,Neutral,203
1535,P003,Amazing performance.,4,Positive,852
1536,P005,Great quality.,5,Positive,937
1537,P004,Satisfactory.,3,Neutral,482
1538,P002,Highly recommend.,5,Positive,795
1539,P004,Very disappointed.,1,Negative,180
1540,P002,Satisfactory.,2,Neutral,202
1541,P001,Satisfactory.,2,Neutral,313
1542,P004,Very disappointed.,2,Negative,94
1543,P002,Okay for the price.,3,Neutral,461
1544,P001,Worst product.,1,Negative,90
1545,P001,Average product.,3,Neutral,302
1546,P005,Very disappointed.,2,Negative,107
1547,P001,Excellent product.,5,Positive,589
1548,P005,Very disappointed.,1,Negative,115
1549,P004,Will not buy again.,2,Negative,136
1550,P002,Terrible experience.,1,Negative,147
1551,P003,Worst product.,2,Negative,52
1552,P004,Highly recommend.,4,Positive,538
1553,P002,It’s fine.,3,Neutral,297
1554,P002,Great quality.,5,Positive,603
1555,P004,Loved it!,4,Positive,891
1556,P003,Satisfactory.,3,Neutral,293
1557,P005,"Decent, not great.",2,Neutral,476
1558,P003,Average product.,3,Neutral,465
1559,P003,Very disappointed.,2,Negative,133
1560,P003,Will not buy again.,1,Negative,137
1561,P004,Excellent product.,5,Positive,858
1562,P002,Average product.,2,Neutral,251
1563,P001,Terrible experience.,1,Negative,171
1564,P003,Excellent product.,5,Positive,902
1565,P002,Poor quality.,1,Negative,65
1566,P005,Average product.,3,Neutral,384
1567,P005,Will not buy again.,2,Negative,100
1568,P004,Poor quality.,2,Negative,174
1569,P004,Excellent product.,5,Positive,944
1570,P003,Poor quality.,1,Negative,108
1571,P005,It’s fine.,3,Neutral,427
1572,P002,Terrible experience.,1,Negative,82
1573,P001,Will not buy again.,1,Negative,74
1574,P003,Satisfactory.,2,Neutral,242
1575,P004,Worst product.,2,Negative,122
1576,P004,Worst product.,1,Negative,133
1577,P005,Satisfactory.,3,Neutral,476
1578,P001,Terrible experience.,2,Negative,108
1579,P001,It’s fine.,3,Neutral,355
1580,P004,Worst product.,2,Negative,175
1581,P003,Okay for the price.,3,Neutral,203
1582,P002,Excellent product.,5,Positive,583
1583,P004,Okay for the price.,2,Neutral,472
1584,P003,Loved it!,4,Positive,556
1585,P005,Poor quality.,2,Negative,62
1586,P002,Great quality.,4,Positive,564
1587,P004,Great quality.,4,Positive,675
1588,P003,Average product.,3,Neutral,274
1589,P001,Okay for the price.,2,Neutral,328
1590,P004,Great quality.,5,Positive,877
1591,P002,Very disappointed.,2,Negative,132
1592,P003,Very disappointed.,2,Negative,100
1593,P003,Great quality.,4,Positive,666
1594,P004,Very disappointed.,1,Negative,198
1595,P001,Poor quality.,1,Negative,177
1596,P001,Poor quality.,1,Negative,187
1597,P001,Excellent product.,4,Positive,912
1598,P004,Terrible experience.,2,Negative,174
1599,P004,Will not buy again.,1,Negative,132
1600,P005,Satisfactory.,2,Neutral,351
1601,P005,Average product.,3,Neutral,209
1602,P002,Highly recommend.,4,Positive,768
1603,P001,Will not buy again.,2,Negative,183
1604,P001,Great quality.,4,Positive,554
1605,P005,Amazing performance.,5,Positive,525
1606,P001,Very disappointed.,2,Negative,169
1607,P001,Satisfactory.,3,Neutral,336
1608,P001,Very disappointed.,1,Negative,74
1609,P002,Worst product.,1,Negative,195
1610,P001,Poor quality.,2,Negative,159
1611,P003,Great quality.,5,Positive,773
1612,P005,Will not buy again.,2,Negative,111
1613,P004,Worst product.,2,Negative,164
1614,P003,Loved it!,5,Positive,955
1615,P005,Great quality.,5,Positive,970
1616,P002,Poor quality.,1,Negative,89
1617,P005,It’s fine.,2,Neutral,353
1618,P004,Satisfactory.,2,Neutral,447
1619,P001,Poor quality.,1,Negative,147
1620,P005,Highly recommend.,5,Positive,976
1621,P002,Excellent product.,4,Positive,663
1622,P005,Satisfactory.,2,Neutral,401
1623,P002,Poor quality.,2,Negative,87
1624,P005,Okay for the price.,2,Neutral,243
1625,P002,"Decent, not great.",3,Neutral,402
1626,P005,Poor quality.,1,Negative,132
1627,P003,Loved it!,5,Positive,678
1628,P004,Very disappointed.,2,Negative,87
1629,P001,Great quality.,4,Positive,887
1630,P004,Amazing performance.,4,Positive,675
1631,P003,Okay for the price.,2,Neutral,479
1632,P003,Terrible experience.,2,Negative,61
1633,P001,Loved it!,5,Positive,527
1634,P004,It’s fine.,2,Neutral,397
1635,P004,Very disappointed.,1,Negative,178
1636,P002,Very disappointed.,2,Negative,150
1637,P001,Highly recommend.,5,Positive,620
1638,P004,Will not buy again.,2,Negative,137
1639,P002,Worst product.,1,Negative,196
1640,P005,It’s fine.,3,Neutral,270
1641,P002,Worst product.,1,Negative,194
1642,P003,Okay for the price.,2,Neutral,274
1643,P002,Average product.,3,Neutral,296
1644,P001,Loved it!,5,Positive,618
1645,P004,Terrible experience.,2,Negative,175
1646,P004,Great quality.,4,Positive,709
